SNO,Date,Time,Phase,Heater_Profile,MQ136_RAW,MQ138_RAW,BME_Temp,BME_Hum,BME_HeaterRes,Alpha_PID,SPEC,SGP40_VOC,VOC,Concentration,Distance
132,01-08-2025,10:42:17:654492,Puff,322,80.56,81.94,28.71,68.54,42482,0.46,562.93,29930,Ammonia,1ml,6
133,01-08-2025,10:42:19:495491,Puff,322,78.12,80.87,28.7,68.54,42314,0.49,587.8,29933,Ammonia,1ml,6
134,01-08-2025,10:42:21:133492,Puff,322,80.28,83.22,28.7,68.54,42609,0.38,573.54,29935,Ammonia,1ml,6
135,01-08-2025,10:42:23:182490,Puff,322,80.79,82.58,28.7,68.58,42188,0.48,632.02,29938,Ammonia,1ml,6
136,01-08-2025,10:42:25:025493,Puff,322,80.92,84.55,28.69,68.6,42356,0.29,612.53,29939,Ammonia,1ml,6
137,01-08-2025,10:42:26:870489,Puff,322,80.78,84.38,28.69,68.62,42230,0.3,613.37,29938,Ammonia,1ml,6
138,01-08-2025,10:42:28:507492,Puff,322,80.84,82.57,28.69,68.6,42440,0.43,641.27,29940,Ammonia,1ml,6
139,01-08-2025,10:42:29:737491,Puff,322,77.37,79.14,28.71,68.54,43126,0.25,597.37,29940,Ammonia,1ml,6
140,01-08-2025,10:42:31:371492,Puff,322,80.15,81.13,28.71,68.47,43257,0.43,608.34,29935,Ammonia,1ml,6
141,01-08-2025,10:42:33:018489,Puff,322,80.48,82.74,28.71,68.48,43301,0.43,574.22,29938,Ammonia,1ml,6
142,01-08-2025,10:42:35:061493,Puff,322,80.93,83.2,28.7,68.55,42866,0.5,609.23,29938,Ammonia,1ml,6
143,01-08-2025,10:42:36:903490,Puff,322,80.89,80.6,28.7,68.6,42652,0.36,649.54,29940,Ammonia,1ml,6
144,01-08-2025,10:42:38:745492,Puff,322,80.81,83.5,28.69,68.61,42737,0.3,627.95,29941,Ammonia,1ml,6
145,01-08-2025,10:42:39:980491,Puff,322,76.14,79.94,28.71,68.57,43434,0.39,645.79,29942,Ammonia,1ml,6
146,01-08-2025,10:42:41:410492,Puff,322,80.78,81.17,28.71,68.5,43971,0.45,646.19,29940,Ammonia,1ml,6
147,01-08-2025,10:42:43:254489,Puff,322,80.81,82.34,28.71,68.52,43700,0.49,551.87,29940,Ammonia,1ml,6
148,01-08-2025,10:42:45:099493,Puff,322,80.79,83.77,28.7,68.56,43434,0.25,579.12,29940,Ammonia,1ml,6
149,01-08-2025,10:42:46:735489,Puff,322,76.73,80.96,28.7,68.55,43700,0.22,625.78,29938,Ammonia,1ml,6
150,01-08-2025,10:42:48:371492,Puff,322,80.71,82.83,28.7,68.56,43745,0.47,587.71,29940,Ammonia,1ml,6
151,01-08-2025,10:42:50:219491,Puff,322,77.67,79.52,28.69,68.58,43434,0.45,616.68,29939,Ammonia,1ml,6
152,01-08-2025,10:42:51:855492,Puff,322,80.5,80.99,28.69,68.57,43567,0.49,614.96,29938,Ammonia,1ml,6
153,01-08-2025,10:42:53:604490,Puff,322,80.66,83.91,28.69,68.58,43522,0.44,639.63,29938,Ammonia,1ml,6
154,01-08-2025,10:42:55:334493,Puff,322,80.36,83.29,28.69,68.59,43611,0.3,601.92,29936,Ammonia,1ml,6
155,01-08-2025,10:42:56:976490,Puff,322,75.94,79.75,28.69,68.58,43700,0.4,568.54,29934,Ammonia,1ml,6
156,01-08-2025,10:42:58:409492,Puff,322,80.36,83.88,28.7,68.55,44016,0.5,608.08,29936,Ammonia,1ml,6
157,01-08-2025,10:43:00:253491,Puff,322,74.44,80.47,28.69,68.57,43611,0.33,580.01,29936,Ammonia,1ml,6
158,01-08-2025,10:43:02:096492,Puff,322,81.99,83.86,28.69,68.58,43478,0.39,645.11,29938,Ammonia,1ml,6
159,01-08-2025,10:43:03:737490,Puff,322,80.54,81.5,28.69,68.6,43745,0.3,567.11,29936,Ammonia,1ml,6
160,01-08-2025,10:43:04:962493,Puff,322,78.27,80.98,28.7,68.54,44198,0.28,564.59,29934,Ammonia,1ml,6
161,01-08-2025,10:43:06:706490,Puff,322,80.56,81.92,28.7,68.53,44153,0.24,573.54,29936,Ammonia,1ml,6
162,01-08-2025,10:43:08:445492,Puff,322,80.5,80.66,28.7,68.56,44016,0.38,646.24,29935,Ammonia,1ml,6
163,01-08-2025,10:43:10:086491,Puff,322,80.84,82.57,28.7,68.56,43925,0.42,561.98,29936,Ammonia,1ml,6
164,01-08-2025,10:43:12:134492,Puff,322,80.15,82.56,28.69,68.62,43656,0.49,616.11,29936,Ammonia,1ml,6
165,01-08-2025,10:43:13:976490,Puff,322,81.94,81.64,28.68,68.66,43301,0.4,628.84,29934,Ammonia,1ml,6
166,01-08-2025,10:43:16:234493,Puff,322,79.98,80.99,28.67,68.73,42567,0.45,609.89,29940,Ammonia,1ml,6
167,01-08-2025,10:43:18:072490,Puff,322,81.75,81.44,28.67,68.74,42398,0.43,558.73,29939,Ammonia,1ml,6
168,01-08-2025,10:43:19:623492,Puff,322,80.97,81.54,28.67,68.7,42823,0.27,595.84,29943,Ammonia,1ml,6
169,01-08-2025,10:43:21:766491,Puff,322,74.88,80.79,28.67,68.74,42146,0.25,604.49,29940,Ammonia,1ml,6
170,01-08-2025,10:43:23:602492,Puff,322,82.12,83.28,28.66,68.73,41980,0.24,563.38,29942,Ammonia,1ml,6
171,01-08-2025,10:43:25:445489,Puff,322,80.68,83.77,28.66,68.75,42063,0.26,637.45,29941,Ammonia,1ml,6
172,01-08-2025,10:43:26:880493,Puff,322,80.45,83.38,28.67,68.69,42314,0.4,592.1,29941,Ammonia,1ml,6
173,01-08-2025,10:43:28:721490,Puff,322,78.56,79.24,28.67,68.68,42063,0.33,630.64,29939,Ammonia,1ml,6
174,01-08-2025,10:43:30:565492,Puff,322,80.47,82.63,28.67,68.68,41980,0.36,591.18,29936,Ammonia,1ml,6
175,01-08-2025,10:43:32:203491,Puff,322,81.74,83.92,28.67,68.68,42146,0.47,646.1,29939,Ammonia,1ml,6
176,01-08-2025,10:43:33:432492,Puff,322,81.54,82.38,28.69,68.64,42866,0.36,560.68,29941,Ammonia,1ml,6
177,01-08-2025,10:43:35:178489,Puff,322,81.68,84.84,28.69,68.6,42695,0.31,607.42,29940,Ammonia,1ml,6
178,01-08-2025,10:43:36:915493,Puff,322,80.21,83.88,28.68,68.62,42398,0.3,592.5,29939,Ammonia,1ml,6
179,01-08-2025,10:43:39:166489,Puff,322,81.75,81.84,28.67,68.71,41531,0.4,635.06,29942,Ammonia,1ml,6
180,01-08-2025,10:43:40:808492,Puff,322,80.58,81.91,28.67,68.71,41898,0.39,581.89,29942,Ammonia,1ml,6
181,01-08-2025,10:43:42:444491,Puff,322,80.26,81.82,28.67,68.7,41939,0.32,644.5,29942,Ammonia,1ml,6
182,01-08-2025,10:43:44:288492,Puff,322,80.22,83.25,28.67,68.69,41734,0.29,560.16,29942,Ammonia,1ml,6
183,01-08-2025,10:43:45:927490,Puff,322,80.32,81.11,28.67,68.7,41734,0.34,554.99,29942,Ammonia,1ml,6
184,01-08-2025,10:43:47:668493,Puff,322,81.87,83.18,28.67,68.68,41531,0.39,579.42,29939,Ammonia,1ml,6
185,01-08-2025,10:43:49:410489,Puff,322,80.88,84.99,28.67,68.68,41653,0.42,567.21,29941,Ammonia,1ml,6
186,01-08-2025,10:43:51:044492,Puff,322,80.81,81.25,28.67,68.67,41693,0.29,590.32,29943,Ammonia,1ml,6
187,01-08-2025,10:43:52:685491,Puff,322,80.84,81.82,28.67,68.66,41816,0.47,643.01,29941,Ammonia,1ml,6
188,01-08-2025,10:43:54:733492,Puff,322,77.47,80.28,28.66,68.7,41131,0.39,584.4,29938,Ammonia,1ml,6
189,01-08-2025,10:43:56:685489,Puff,322,80.31,81.76,28.66,68.75,40816,0.41,564.43,29939,Ammonia,1ml,6
190,01-08-2025,10:43:58:420493,Puff,322,81.6,81.32,28.66,68.74,40933,0.24,602.81,29940,Ammonia,1ml,6
191,01-08-2025,10:44:00:033490,Puff,322,80.64,82.13,28.66,68.72,41170,0.49,552.41,29940,Ammonia,1ml,6
